xcoord,ycoord
-74.0685635,4.594105
-74.0684324,4.5955723
-74.0684324,4.5955723
-74.0690233,4.5956123
-74.0690233,4.5956123
-74.0690233,4.5956123
-74.0690233,4.5956123
-74.0689808,4.5956338
-74.0689808,4.5956338
-74.0686517,4.5963679
-74.0691602,4.5965796
-74.0691602,4.5965796
-74.0681417,4.596916
-74.0681417,4.596916
-74.0689266,4.5969845
-74.0689266,4.5969845
-74.0685253,4.5978591
-74.0685253,4.5978591
-74.0684294,4.5978788
-74.0684294,4.5978788
-74.0690644,4.5979979
-74.0690644,4.5979979
-74.0680909,4.5985112
-74.0680508,4.59853
-74.0681805,4.5985312
-74.0684089,4.5986839
-74.0685729,4.5987926
-74.0686776,4.5988606
-74.0680451,4.5991799
-74.0680451,4.5991799
-74.0674011,4.5993404
-74.0674011,4.5993404
-74.0674011,4.5993404
-74.0674011,4.5993404
-74.068421,4.5993945
-74.0677253,4.5995742
-74.0680734,4.599849
-74.0680734,4.599849
-74.0680734,4.599849
-74.0680734,4.599849
-74.0680734,4.599849
-74.0680734,4.599849
-74.0679007,4.600111
-74.0690433,4.6003896
-74.0690433,4.6003896
-74.067722,4.6004229
-74.0658968,4.6004474
-74.0676978,4.6004771
-74.0676978,4.6004771
-74.0688419,4.6007917
-74.0688419,4.6007917
-74.0688419,4.6007917
-74.0686501,4.6008947
-74.0666489,4.6009067
-74.0666489,4.6009067
-74.0666489,4.6009067
-74.0666489,4.6009067
-74.0682936,4.6011366
-74.0682618,4.6011602
-74.0681842,4.6012178
-74.0674571,4.601519
-74.0674571,4.601519
-74.0674571,4.601519
-74.0677221,4.6016321
-74.0677221,4.6016321
-74.0672508,4.6024328
-74.0672508,4.6024328
-74.0672363,4.6024555
-74.067287,4.6024617
-74.0654106,4.6027468
-74.0654106,4.6027468
-74.066924,4.602775
-74.066924,4.602775
-74.0660035,4.6028666
-74.0660035,4.6028666
-74.0660035,4.6028666
-74.0660695,4.6028871
-74.0660695,4.6028871
-74.0651928,4.6032911
-74.0651825,4.6033019
-74.0777499,4.5918763
-74.0780931,4.5920758
-74.0786574,4.5924254
-74.0786574,4.5924254
-74.0761424,4.598812
-74.0761424,4.598812
-74.076811,4.6016401
-74.076852,4.6016674
-74.0755105,4.6019819
-74.0755342,4.6019966
-74.0755342,4.6019966
-74.0766143,4.6020384
-74.0766143,4.6020384
-74.0765219,4.6020469
-74.0757201,4.6021122
-74.0755412,4.6019852
-74.0755105,4.6019819
-74.0767114,4.5978552
-74.075845,4.5973505
-74.0761424,4.598812
-74.0754086,4.598344
-74.0761424,4.598812
-74.0688419,4.6007917
-74.0688419,4.6007917
-74.0688419,4.6007917
-74.0688419,4.6007917
-74.0688419,4.6007917
-74.0688419,4.6007917
-74.0688345,4.6008591
-74.0688345,4.6008591
-74.0686501,4.6008947
-74.0682936,4.6011366
-74.0682954,4.6011969
-74.0682954,4.6011969
-74.0682618,4.6011602
-74.0681842,4.6012178
-74.0680899,4.601161
-74.0712142,4.5992598
-74.0710937,4.599182
-74.0710627,4.6004379
-74.0708188,4.5990041
-74.0704244,4.6001988
-74.0703087,4.6005992
-74.0711305,4.5993894
-74.0712142,4.5992598
-74.0704933,4.5995172
-74.0707699,4.5996908
-74.0704933,4.5995172
-74.0708188,4.5990041
-74.0703087,4.6005992
-74.0701605,4.6007099
-74.0711305,4.5993894
-74.0706616,4.5998594
-74.0706382,4.5998424
-74.0706382,4.5998424
-74.0705715,4.5997939
-74.0705715,4.5997939
-74.0658968,4.6004474
-74.0654546,4.6005506
-74.0654546,4.6005506
-74.0658929,4.6008905
-74.0658929,4.6008905
-74.0666489,4.6009067
-74.0666489,4.6009067
-74.0655684,4.6009718
-74.0657448,4.6010097
-74.0658547,4.6010217
-74.0664776,4.6013508
-74.0664423,4.601419
-74.0664423,4.601419
-74.0664423,4.601419
-74.0664423,4.601419
-74.0664423,4.601419
-74.0664423,4.601419
-74.0664423,4.601419
-74.0664423,4.601419
-74.0664423,4.601419
-74.0664423,4.601419
-74.0664423,4.601419
-74.0664423,4.601419
-74.0657152,4.6018133
-74.0654763,4.6018769
-74.0654763,4.6018769
-74.0654763,4.6018769
-74.0654763,4.6018769
-74.0655011,4.6021193
-74.0655011,4.6021193
-74.0654763,4.6018769
-74.0660833,4.601051
-74.0664776,4.6013508
-74.0655684,4.6009718
-74.0726236,4.6009017
-74.0725358,4.6008453
-74.0725358,4.6008453
-74.0724875,4.6000841
-74.0724875,4.6000841
-74.0724875,4.6000841
-74.0724875,4.6000841
-74.0721365,4.5998575
-74.0720251,4.6007207
-74.0720109,4.6007432
-74.0720109,4.6007432
-74.0720109,4.6007432
-74.0720109,4.6007432
-74.0720109,4.6007432
-74.0720109,4.6007432
-74.0719907,4.5997634
-74.0719907,4.5997634
-74.0719907,4.5997634
-74.0719907,4.5997634
-74.0719907,4.5997634
-74.0719907,4.5997634
-74.071562,4.5994853
-74.071133,4.6003961
-74.072512,4.6008906
-74.0725358,4.6008453
-74.0725358,4.6008453
-74.0726236,4.6009017
-74.0725358,4.6008453
-74.0725358,4.6008453
-74.0720251,4.6007207
-74.072512,4.6008906
-74.0719907,4.5997634
-74.0719907,4.5997634
-74.0719907,4.5997634
-74.0720448,4.6000026
-74.0721365,4.5998575
-74.0720448,4.6000026
-74.071133,4.6003961
-74.0716006,4.5995104
-74.0697471,4.5972788
-74.0697471,4.5972788
-74.068421,4.5993945
-74.069504,4.60064
-74.0676978,4.6004771
-74.0676978,4.6004771
-74.0676978,4.6004771
-74.0676978,4.6004771
-74.0673012,4.5971409
-74.0694197,4.5997849
-74.0674364,4.6001907
-74.0674065,4.6000052
-74.0677083,4.5982717
-74.0680909,4.5985112
-74.0678993,4.5980983
-74.0677083,4.5982717
-74.0680451,4.5991799
-74.0680451,4.5991799
-74.0680451,4.5991799
-74.0680451,4.5991799
-74.0685729,4.5987926
-74.0686776,4.5988606
-74.0692891,4.5992421
-74.0692891,4.5992421
-74.0692891,4.5992421
-74.0692891,4.5992421
-74.0692891,4.5992421
-74.0692891,4.5992421
-74.0694197,4.5997849
-74.067471,4.5998929
-74.067471,4.5998929
-74.0690433,4.6003896
-74.0690433,4.6003896
-74.067722,4.6004229
-74.0684089,4.5986839
-74.0690433,4.6003896
-74.0690433,4.6003896
-74.0691881,4.5995913
-74.0691881,4.5995913
-74.0691881,4.5995913
-74.0691881,4.5995913
-74.0691881,4.5995913
-74.0691881,4.5995913
-74.0674065,4.6000052
-74.0674364,4.6001907
-74.0661374,4.602413
-74.0661374,4.602413
-74.0655616,4.6027499
-74.0655616,4.6027499
-74.0657399,4.6027982
-74.0657399,4.6027982
-74.0657399,4.6027982
-74.0657399,4.6027982
-74.0658209,4.6028204
-74.065945,4.6028522
-74.0660035,4.6028666
-74.0660035,4.6028666
-74.0660035,4.6028666
-74.0660035,4.6028666
-74.0660035,4.6028666
-74.0660035,4.6028666
-74.0660035,4.6028666
-74.0660035,4.6028666
-74.0660035,4.6028666
-74.0660695,4.6028871
-74.0660695,4.6028871
-74.0655616,4.6027499
-74.0655616,4.6027499
-74.065945,4.6028522
-74.0658209,4.6028204
-74.0657399,4.6027982
-74.0657399,4.6027982
-74.0655616,4.6027499
-74.0655616,4.6027499
-74.0660695,4.6028871
-74.0660695,4.6028871
-74.0661336,4.6012495
-74.0661336,4.6012495
-74.0660833,4.601051
-74.0660467,4.6010463
-74.0660467,4.6010463
-74.0658547,4.6010217
-74.0657448,4.6010097
-74.0654763,4.6018769
-74.0653425,4.6008739
-74.0653165,4.6010693
-74.0652459,4.6010309
-74.0652459,4.6010309
-74.0650638,4.6014209
-74.0650638,4.6014209
-74.0648969,4.6009739
-74.0648969,4.6009739
-74.0648969,4.6009739
-74.0648969,4.6009739
-74.0648969,4.6009739
-74.0648969,4.6009739
-74.0648787,4.6009719
-74.0648621,4.6017105
-74.0648621,4.6017105
-74.0648621,4.6017105
-74.0648621,4.6017105
-74.0648621,4.6017105
-74.0648621,4.6017105
-74.0650638,4.6014209
-74.0650638,4.6014209
-74.0648787,4.6009719
-74.0650638,4.6014209
-74.0650638,4.6014209
-74.0653165,4.6010693
-74.0657152,4.6018133
-74.0734191,4.5994179
-74.0734191,4.5994179
-74.0745434,4.5995482
-74.0745791,4.5995704
-74.0724875,4.6000841
-74.0724875,4.6000841
-74.0728075,4.6002917
-74.0728552,4.6003309
-74.0728552,4.6003309
-74.0728552,4.6003309
-74.0728552,4.6003309
-74.0728552,4.6003309
-74.0728552,4.6003309
-74.0728552,4.6003309
-74.0728552,4.6003309
-74.0728552,4.6003309
-74.0732567,4.6005805
-74.0728552,4.6003309
-74.0728075,4.6002917
-74.0728552,4.6003309
-74.0728552,4.6003309
-74.073912,4.6016715
-74.0734191,4.6014197
-74.0742105,4.6011793
-74.0742105,4.6011793
-74.0729357,4.6010897
-74.0726092,4.6009313
-74.0742726,4.6019074
-74.0733885,4.6014003
-74.0733885,4.6014003
-74.0726092,4.6009313
-74.0716608,4.5982573
-74.0722266,4.5986293
-74.0703647,4.5987089
-74.0704704,4.5987764
-74.0725393,4.598835
-74.0705938,4.5988599
-74.0704704,4.5987764
-74.0725393,4.598835
-74.0696522,4.5994952
-74.0696522,4.5994952
-74.0701958,4.598601
-74.0701958,4.598601
-74.0701958,4.598601
-74.0721253,4.5985628
-74.0721081,4.5985888
-74.0720709,4.5986447
-74.0721081,4.5985888
-74.0720709,4.5986447
-74.0722266,4.5986293
-74.0713938,4.5986927
-74.0705938,4.5988599
-74.0638824,4.6002794
-74.0638824,4.6002794
-74.0635006,4.6009603
-74.0635006,4.6009603
-74.0634264,4.6009787
-74.0633889,4.6010837
-74.0622306,4.6013364
-74.0617154,4.6013467
-74.0617086624859,4.60141614309069
-74.0617086624859,4.60141614309069
-74.0617692,4.6014309
-74.061996,4.6014348
-74.0617053,4.6014508
-74.0617053,4.6014508
-74.0639393,4.6014657
-74.063469,4.6015282
-74.063469,4.6015282
-74.0617537,4.6015672
-74.0639393,4.6014657
-74.0637869,4.6008807
-74.0634264,4.6009787
-74.0633889,4.6010837
-74.061996,4.6014348
-74.0617537,4.6015672
-74.0622306,4.6013364
-74.0617692,4.6014309
-74.0617154,4.6013467
-74.0745808,4.6014143
-74.0745808,4.6014143
-74.0745808,4.6014143
-74.0745808,4.6014143
-74.0745808,4.6014143
-74.0745808,4.6014143
-74.0742726,4.6019074
-74.073912,4.6016715
-74.0734497,4.6013811
-74.0734178,4.601363
-74.0734178,4.601363
-74.074391,4.6019845
-74.074391,4.6019845
-74.0741191,4.5962769
-74.0741191,4.5962769
-74.0727058,4.5966024
-74.0749804,4.5968062
-74.0749804,4.5968062
-74.0749804,4.5968062
-74.0735726,4.5971495
-74.0741387,4.5975168
-74.0744488,4.5977119
-74.0744488,4.5977119
-74.0744488,4.5977119
-74.0744488,4.5977119
-74.0744488,4.5977119
-74.0744488,4.5977119
-74.0744488,4.5977119
-74.0744488,4.5977119
-74.0744488,4.5977119
-74.0730351,4.5980237
-74.0753947,4.5983012
-74.0753678,4.598318
-74.0738994,4.5986232
-74.0738994,4.5986232
-74.0741191,4.5962769
-74.0735726,4.5971495
-74.0730351,4.5980237
-74.0741191,4.5962769
-74.0749804,4.5968062
-74.0749804,4.5968062
-74.0749804,4.5968062
-74.0753678,4.598318
-74.0741387,4.5975168
-74.0749804,4.5968062
-74.0749804,4.5968062
-74.0749804,4.5968062
-74.071872,4.5973036
-74.0653471,4.6032641
-74.0652976,4.6032768
-74.0651928,4.6032911
-74.0649873,4.6033938
-74.0649873,4.6033938
-74.0649873,4.6033938
-74.0649873,4.6033938
-74.0652976,4.6032768
-74.0653471,4.6032641
-74.0651825,4.6033019
-74.0649873,4.6033938
-74.0649873,4.6033938
-74.0637968,4.6024763
-74.0637968,4.6024763
-74.0637968,4.6024763
-74.0637968,4.6024763
-74.0637968,4.6024763
-74.0635803,4.6025415
-74.0635228,4.6027403
-74.0634475,4.6021648
-74.0634475,4.6021648
-74.0634475,4.6021648
-74.0634475,4.6021648
-74.0634475,4.6021648
-74.0634475,4.6021648
-74.0634075,4.6023332
-74.0633556,4.6025249
-74.0633556,4.6025249
-74.063355,4.6029303
-74.0633477,4.603199
-74.0633512,4.6025934
-74.0633512,4.6025934
-74.0637968,4.6024763
-74.0634075,4.6023332
-74.063355,4.6029303
-74.0635228,4.6027403
-74.0635803,4.6025415
-74.0634475,4.6021648
-74.0634475,4.6021648
-74.0633843,4.60191
-74.0634475,4.6021648
-74.0633843,4.60191
-74.066924,4.602775
-74.066924,4.602775
-74.066924,4.602775
-74.066924,4.602775
-74.0667922,4.6029042
-74.0667922,4.6029042
-74.0667691,4.6028718
-74.0667691,4.6028718
-74.0659407,4.60303
-74.065925,4.6031153
-74.065925,4.6031153
-74.065863,4.6031313
-74.065863,4.6031313
-74.065863,4.6031313
-74.065863,4.6031313
-74.065863,4.6031313
-74.065863,4.6031313
-74.065863,4.6031313
-74.065863,4.6031313
-74.065863,4.6031313
-74.0657452,4.6031334
-74.0657452,4.6031334
-74.0657968,4.6031508
-74.0657968,4.6031508
-74.0656951,4.6031745
-74.0655755,4.6032103
-74.0655755,4.6032103
-74.0655424,4.6032145
-74.0655272,4.6032177
-74.0655272,4.6032177
-74.0656988,4.6030686
-74.065863,4.6031313
-74.065863,4.6031313
-74.065863,4.6031313
-74.0659407,4.60303
-74.0656951,4.6031745
-74.0656988,4.6030686
-74.0655272,4.6032177
-74.0655272,4.6032177
-74.0655272,4.6032177
-74.0655272,4.6032177
-74.0655424,4.6032145
-74.0647727,4.6019072
-74.0647727,4.6019072
-74.0647617,4.6019313
-74.0647617,4.6019313
-74.064755,4.6012646
-74.064755,4.6012646
-74.064744,4.6009572
-74.064744,4.6009572
-74.064744,4.6009572
-74.064744,4.6009572
-74.064744,4.6009572
-74.064744,4.6009572
-74.064666,4.6016146
-74.064666,4.6016146
-74.0643532,4.6009827
-74.0643532,4.6009827
-74.0642962,4.6018256
-74.0642962,4.6018256
-74.0641518,4.6007825
-74.0641263,4.6019621
-74.0641263,4.6019621
-74.0640975,4.6015104
-74.0640975,4.6015104
-74.0640340901418,4.600814177468
-74.0641518,4.6007825
-74.0662127,4.603043
-74.0662127,4.603043
-74.0659051,4.6029678
-74.0659051,4.6029678
-74.0654751,4.6027323
-74.0654751,4.6027323
-74.065438,4.6028704
-74.065438,4.6028704
-74.0654106,4.6027468
-74.0654106,4.6027468
-74.0654106,4.6027468
-74.0654106,4.6027468
-74.062139,4.6031616
-74.062139,4.6031616
-74.062139,4.6031616
-74.062139,4.6031616
-74.061465,4.602853
-74.0613601,4.602805
-74.0613601,4.602805
-74.0613601,4.602805
-74.0613601,4.602805
-74.0615797,4.6021255
-74.062509,4.6023184
-74.0615797,4.6021255
-74.061465,4.602853
-74.062097,4.6026202
-74.062097,4.6026202
-74.0613601,4.602805
-74.0613601,4.602805
-74.0677694,4.6016551
-74.0677694,4.6016551
-74.0677221,4.6016321
-74.0677221,4.6016321
-74.0677221,4.6016321
-74.0677221,4.6016321
-74.0676185,4.6008837
-74.0674571,4.601519
-74.0674571,4.601519
-74.0674571,4.601519
-74.0674571,4.601519
-74.0674571,4.601519
-74.067287,4.6024617
-74.0672672,4.6024824
-74.0672672,4.6024824
-74.0672363,4.6024555
-74.076547,4.6020436
-74.076547,4.6020436
-74.0765219,4.6020469
-74.0757201,4.6021122
-74.0755412,4.6019852
-74.0754466,4.6021958
-74.0754466,4.6021958
-74.0782716,4.5993602
-74.0782716,4.5993602
-74.0782777,4.5993641
-74.0778898,4.5991136
-74.0779322,4.5999832
-74.0771247,4.6006294
-74.0771552,4.6006813
-74.0771552,4.6006813
-74.0773474914728,4.60079991436789
-74.077391164699,4.60082685405503
-74.0775247751439,4.6009092712222
-74.0783199,4.5993914
-74.0770447,4.5993994
-74.0770447,4.5993994
-74.0778842,4.5999516
-74.0774279362269,4.60084953645211
-74.0774870863902,4.6008860230374
-74.0760532,4.6011371
-74.0760532,4.6011371
-74.0759658,4.6003597
-74.0758507,4.6005716
-74.0756747,4.6008955
-74.0756747,4.6008955
-74.0756221,4.5996965
-74.0756221,4.5996965
-74.075423,4.6000352
-74.075397,4.6000794
-74.075397,4.6000794
-74.075124,4.6005436
-74.075124,4.6005436
-74.074817,4.5991909
-74.0747881,4.599173
-74.0747881,4.599173
-74.0745434,4.5995482
-74.0743099,4.6000151
-74.0742703,4.5999919
-74.0742703,4.5999919
-74.073771,4.6009003
-74.0737391,4.6008805
-74.0737391,4.6008805
-74.0737217,4.5996209
-74.0734191,4.5994179
-74.0734191,4.5994179
-74.0734191,4.5994179
-74.0734191,4.5994179
-74.0732567,4.6005805
-74.0729357,4.6010897
-74.0737217,4.5996209
-74.0765565,4.6002565
-74.0765565,4.6002565
-74.0765565,4.6002565
-74.0765565,4.6002565
-74.0765565,4.6002565
-74.0765565,4.6002565
-74.0771247,4.6006294
-74.0773601,4.6007792
-74.0774039,4.600807
-74.077391164699,4.60082685405503
-74.0780131,4.5998597
-74.0779322,4.5999832
-74.0780131,4.5998597
-74.0774039,4.600807
-74.0774279362269,4.60084953645211
-74.0780616,4.5998949
-74.0781361,4.5999489
-74.0775247751439,4.6009092712222
-74.0780131,4.5998597
-74.0781079,4.5999285
-74.0780131,4.5998597
-74.0780616,4.5998949
-74.0781361,4.5999489
-74.0781079,4.5999285
-74.0779072,4.600239
-74.0767546,4.6019085
-74.076852,4.6016674
-74.0767105,4.6018879
-74.0768456,4.601951
-74.0768456,4.601951
-74.0768456,4.601951
-74.0768456,4.601951
-74.0767105,4.6018879
-74.076658,4.6018634
-74.0767929,4.6019264
-74.0767546,4.6019085
-74.0768456,4.601951
-74.0768456,4.601951
-74.0767929,4.6019264
-74.0769497,4.6016917
-74.0766872,4.5978945
-74.0766872,4.5978945
-74.0766872,4.5978945
-74.0766872,4.5978945
-74.0812603503109,4.59429795444627
-74.0811007,4.5942992
-74.0811007,4.5942992
-74.0810951369137,4.59432407707823
-74.0810951369137,4.59432407707823
-74.081354,4.5943775
-74.081082,4.594383
-74.0812756737386,4.59439561431998
-74.0810731,4.5944254
-74.0813456516882,4.59450916526773
-74.0809241,4.5949553
-74.0809241,4.5949553
-74.0801489,4.5920117
-74.0801489,4.5920117
-74.0777444,4.596133
-74.0777444,4.596133
-74.0786919,4.596689
-74.0786919,4.596689
-74.0786919,4.596689
-74.0786919,4.596689
-74.0786919,4.596689
-74.0786919,4.596689
-74.0786919,4.596689
-74.0786919,4.596689
-74.0786919,4.596689
-74.0794605,4.5962989
-74.0805289,4.5947954
-74.0805289,4.5947954
-74.0784515,4.5949278
-74.0784515,4.5949278
-74.079466,4.5954448
-74.0779721,4.5947853
-74.0784515,4.5949278
-74.0784515,4.5949278
-74.0784515,4.5949278
-74.0784515,4.5949278
-74.0795082,4.5953723
-74.0781707,4.5954065
-74.0781707,4.5954065
-74.079466,4.5954448
-74.0793543,4.5956364
-74.0795082,4.5953723
-74.0793543,4.5956364
-74.0797905,4.59489
-74.0800912,4.5956224
-74.0795082,4.5953723
-74.0795082,4.5953723
-74.0784908,4.5948609
-74.0797905,4.59489
-74.0779721,4.5947853
-74.0789071,4.5951415
-74.0795082,4.5953723
-74.0795082,4.5953723
-74.0789474,4.5950694
-74.0784908,4.5948609
-74.0775777,4.598472
-74.0775777,4.598472
-74.0775777,4.598472
-74.0775777,4.598472
-74.0775777,4.598472
-74.0775777,4.598472
-74.0775777,4.598472
-74.0775777,4.598472
-74.0775777,4.598472
-74.0775777,4.598472
-74.0775777,4.598472
-74.0775777,4.598472
-74.0772133,4.5970384
-74.0772133,4.5970384
-74.0772133,4.5970384
-74.0772133,4.5970384
-74.0772133,4.5970384
-74.0772133,4.5970384
-74.0770447,4.5993994
-74.0770447,4.5993994
-74.0770447,4.5993994
-74.0770447,4.5993994
-74.0796617,4.5972628
-74.0796617,4.5972628
-74.0796342,4.5972466
-74.0790729,4.598203
-74.0790729,4.598203
-74.0790401,4.5981821
-74.0785204,4.5990854
-74.0785204,4.5990854
-74.0785204,4.5990854
-74.0785204,4.5990854
-74.078519,4.5978521
-74.078477,4.5990572
-74.0783199,4.5993914
-74.0781411,4.5976171
-74.0781411,4.5976171
-74.0781411,4.5976171
-74.0781411,4.5976171
-74.0781411,4.5976171
-74.0781411,4.5976171
-74.0781411,4.5976171
-74.0781411,4.5976171
-74.0781411,4.5976171
-74.0780674,4.5987909
-74.0780674,4.5987909
-74.0780674,4.5987909
-74.0780674,4.5987909
-74.0785619,4.5991077
-74.0780674,4.5987909
-74.0780674,4.5987909
-74.0778898,4.5991136
-74.0785788,4.5992441
-74.0785204,4.5990854
-74.0785204,4.5990854
-74.0785619,4.5991077
-74.0785788,4.5992441
-74.0783856,4.597206
-74.078519,4.5978521
-74.0806483,4.5943973
-74.0805255,4.5935708
-74.080511,4.5935194
-74.080511,4.5935194
-74.080511,4.5935194
-74.080511,4.5935194
-74.080511,4.5935194
-74.080511,4.5935194
-74.0804906,4.5937299
-74.0804906,4.5937299
-74.0803018,4.5940377
-74.080049,4.5944498
-74.0795746,4.5930044
-74.0795746,4.5930044
-74.0795746,4.5930044
-74.0795746,4.5930044
-74.0795746,4.5930044
-74.0795746,4.5930044
-74.0795746,4.5930044
-74.0795746,4.5930044
-74.0795746,4.5930044
-74.0806277,4.5942436
-74.0803018,4.5940377
-74.0806652,4.5942681
-74.0805255,4.5935708
-74.0808511,4.5937645
-74.0795746,4.5930044
-74.0795746,4.5930044
-74.0795746,4.5930044
-74.0806277,4.5942436
-74.0806483,4.5943973
-74.0806652,4.5942681
-74.0808511,4.5937645
-74.0791315,4.5927247
-74.0790683,4.5938724
-74.0790683,4.5938724
-74.0788789,4.594184
-74.0788789,4.594184
-74.0786638,4.5933296
-74.0786638,4.5933296
-74.0786574,4.5924254
-74.0786574,4.5924254
-74.0786574,4.5924254
-74.0786574,4.5924254
-74.0784129,4.5935008
-74.0784021,4.592855
-74.0784021,4.592855
-74.0782554,4.5931057
-74.0782554,4.5931057
-74.078121,4.5933353
-74.078121,4.5933353
-74.0779695,4.5936004
-74.0775179,4.5944604
-74.0774877,4.5944435
-74.0774877,4.5944435
-74.077481,4.5945289
-74.077481,4.5945289
-74.0774481,4.5945128
-74.0774481,4.5945128
-74.0774481,4.5945128
-74.0774481,4.5945128
-74.0774481,4.5945128
-74.0774481,4.5945128
-74.0772865,4.5926649
-74.0784129,4.5935008
-74.077789,4.5946073
-74.0772865,4.5926649
-74.0791315,4.5927247
-74.0774877,4.5944435
-74.0774877,4.5944435
-74.077789,4.5946073
-74.0774877,4.5944435
-74.0775179,4.5944604
-74.0774877,4.5944435
-74.079176,4.59144
-74.079176,4.59144
-74.0790579,4.5916731
-74.0790579,4.5916731
-74.0780931,4.5920758
-74.0811391,4.5946215
-74.0811454,4.5946381
-74.0811454,4.5946381
-74.0812401373609,4.5946488379868
-74.0809544,4.5946686
-74.0812156,4.5946719
-74.0811793,4.5946814
-74.0811622742498,4.59468256970803
-74.0811622742498,4.59468256970803
-74.0810332787458,4.59468325837048
-74.0811644381594,4.59468827238705
-74.0811816,4.5947335
-74.0811816,4.5947335
-74.0811974958712,4.59477532487794
-74.0810322,4.5949507
-74.0809782822389,4.59495299437281
-74.0809791,4.5950039
-74.0809791,4.5950039
-74.0810710303786,4.59494906718513
-74.0810322,4.5949507
-74.0809791,4.5950039
-74.0809791,4.5950039
-74.0809779,4.5949292
-74.0809782822389,4.59495299437281
-74.0809779,4.5949292
-74.0809562027342,4.59487531033982
-74.0809779,4.5949292
-74.0809779,4.5949292
-74.0809618683214,4.59506719589027
-74.080992680106,4.59505685387261
-74.0809885228026,4.59488281376197
-74.080992680106,4.59505685387261
-74.0809885228026,4.59488281376197
-74.0809791,4.5950039
-74.0809791,4.5950039
-74.0809779,4.5949292
-74.0809779,4.5949292
-74.0809562027342,4.59487531033982
-74.0809618683214,4.59506719589027
-74.0809544,4.5946686
-74.080700449562,4.59485143826776
-74.0806691,4.5958351
-74.0806691,4.5958351
-74.0805955,4.5958063
-74.0805955,4.5958063
-74.0789474,4.5950694
-74.0789071,4.5951415
-74.0779695,4.5936004
-74.0805289,4.5947954
-74.0800912,4.5956224
-74.0805289,4.5947954
-74.0805289,4.5947954
-74.080049,4.5944498
-74.0805289,4.5947954
-74.0806427,4.594801
-74.0806427,4.594801
-74.0806131,4.5947995
-74.0806131,4.5947995
-74.0806427,4.594801
-74.0806427,4.594801
-74.0806427,4.594801
-74.0806427,4.594801
-74.0806131,4.5947995
-74.0806131,4.5947995
-74.0806131,4.5947995
-74.0806131,4.5947995
-74.080700449562,4.59485143826776
-74.0811793,4.5946814
-74.0811644381594,4.59468827238705
-74.0811342799415,4.59481448340884
-74.0811342799415,4.59481448340884
-74.0810777437518,4.59474102919268
-74.0810841788146,4.59502614220596
-74.0810782013223,4.59490363351345
-74.0810777437518,4.59474102919268
-74.0810841788146,4.59502614220596
-74.0810782013223,4.59490363351345
-74.081082,4.594383
-74.0810765,4.5950069
-74.0810765,4.5950069
-74.0810710303786,4.59494906718513
-74.0810660449384,4.59503222886631
